SCIENTIFIC NAME;OBSERVATION COUNT;LATITUDE;LONGITUDE;OBSERVATION DATE;YEAR;WEEK OF YEAR;COUNTY;STATE
Circus aeruginosus;1;52.4774483;19.8486042;03.05.1996;1996;18;powiat płocki;województwo mazowieckie
Circus aeruginosus;1;52.2571256;20.3117466;25.07.1998;1998;30;powiat sochaczewski;województwo mazowieckie
Circus aeruginosus;1;52.2571256;20.3117466;25.07.1998;1998;30;powiat sochaczewski;województwo mazowieckie
Circus aeruginosus;1;52.0474232;21.483078;09.05.2002;2002;19;powiat otwocki;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;27.03.2004;2004;13;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;30.04.2004;2004;18;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;23.05.2004;2004;21;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.464;22.546;13.05.2005;2005;19;powiat sokołowski;województwo mazowieckie
Circus aeruginosus;8;52.194;22.292;13.05.2005;2005;19;Siedlce;województwo mazowieckie
Circus aeruginosus;1;52.1594278;21.0995114;01.08.2005;2005;31;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.0956376;21.1432475;09.04.2006;2006;14;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.0474232;21.483078;06.05.2006;2006;18;powiat otwocki;województwo mazowieckie
Circus aeruginosus;3;52.5917343;21.4585304;15.05.2007;2007;20;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;3;52.0474232;21.483078;05.05.2007;2007;18;powiat otwocki;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;15.04.2008;2008;16;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;01.05.2008;2008;18;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;10.06.2008;2008;24;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;08.07.2008;2008;28;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;04.07.2008;2008;27;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;26.04.2009;2009;17;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;07.04.2009;2009;15;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;20.04.2009;2009;17;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;10.05.2009;2009;19;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;15.05.2009;2009;20;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;06.06.2009;2009;23;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;24.06.2009;2009;26;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;14.06.2009;2009;24;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;25.07.2009;2009;30;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;06.07.2009;2009;28;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;25.08.2009;2009;35;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;05.08.2009;2009;32;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;25.09.2009;2009;39;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;05.09.2009;2009;36;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;05.10.2009;2009;41;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;19.04.2010;2010;16;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.585206;21.131553;19.06.2010;2010;24;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;21.09.2010;2010;38;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.585206;21.131553;08.09.2010;2010;36;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;-100;52.2401062;21.0154417;29.05.2011;2011;21;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1702206;20.9729218;27.05.2011;2011;21;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1180948;20.5590543;02.06.2011;2011;22;powiat grodziski;województwo mazowieckie
Circus aeruginosus;1;52.259759;21.18046;15.06.2012;2012;24;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.5171953;21.1851251;22.07.2012;2012;29;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;52.5121989;21.1770058;19.10.2012;2012;42;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;51.41268;20.8412302;07.04.2013;2013;14;powiat przysuski;województwo mazowieckie
Circus aeruginosus;-100;51.3088419;20.9642012;29.04.2013;2013;18;powiat szydłowiecki;województwo mazowieckie
Circus aeruginosus;1;52.5121989;21.1770058;13.04.2013;2013;15;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;52.51862;21.3428;30.05.2013;2013;22;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.5121989;21.1770058;09.05.2013;2013;19;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;-100;52.259711;21.180439;10.04.2014;2014;15;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;12.06.2015;2015;24;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;-100;51.41268;20.8412302;19.08.2015;2015;34;powiat przysuski;województwo mazowieckie
Circus aeruginosus;1;52.1381233;21.1038861;16.08.2015;2015;33;Warszawa;województwo mazowieckie
Circus aeruginosus;1;51.9605652;21.2355839;29.04.2016;2016;17;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.1121181;21.1222512;18.04.2016;2016;16;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.1180948;20.5590543;29.05.2016;2016;21;powiat grodziski;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;22.05.2016;2016;20;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.1054574;21.1393851;26.06.2016;2016;25;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.1289997;21.1228895;16.07.2016;2016;28;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.0956376;21.1432475;30.04.2017;2017;17;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;2;52.692537;21.860362;18.04.2017;2017;16;powiat ostrowski;województwo mazowieckie
Circus aeruginosus;1;52.5121989;21.1770058;26.04.2017;2017;17;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;52.0956376;21.1432475;01.04.2017;2017;13;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;53.292857;21.1577738;22.04.2017;2017;16;powiat przasnyski;województwo mazowieckie
Circus aeruginosus;2;52.1054574;21.1393851;17.04.2017;2017;16;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.0956376;21.1432475;17.04.2017;2017;16;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.0117252;21.3533396;21.05.2017;2017;20;powiat otwocki;województwo mazowieckie
Circus aeruginosus;1;52.1648665;21.0949587;28.05.2017;2017;21;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.2160093;21.032424;20.05.2017;2017;20;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1005873;20.8375347;14.05.2017;2017;19;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1640663;20.8297901;14.05.2017;2017;19;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.1289997;21.1228895;07.05.2017;2017;18;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.519075;21.345383;28.05.2017;2017;21;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1650351;21.0914969;24.05.2017;2017;21;Warszawa;województwo mazowieckie
Circus aeruginosus;1;51.3088419;20.9642012;10.05.2017;2017;19;powiat szydłowiecki;województwo mazowieckie
Circus aeruginosus;2;52.3918388;20.7830762;13.05.2017;2017;19;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;20.05.2017;2017;20;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.1422856;20.9179258;14.05.2017;2017;19;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.519075;21.345383;28.05.2017;2017;21;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;2;52.7126301;21.433015;18.06.2017;2017;24;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.0956376;21.1432475;11.06.2017;2017;23;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.1650351;21.0914969;10.06.2017;2017;23;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.117843;21.131844;22.06.2017;2017;25;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.0956376;21.1432475;04.06.2017;2017;22;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.1289997;21.1228895;27.06.2017;2017;26;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1054574;21.1393851;04.06.2017;2017;22;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.6114914;21.6543102;04.06.2017;2017;22;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.7126301;21.433015;26.06.2017;2017;26;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.708142;21.432687;02.07.2017;2017;26;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;8;52.7126301;21.433015;09.07.2017;2017;27;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;2;52.517187;21.189103;02.07.2017;2017;26;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;51.396553;20.823411;30.07.2017;2017;30;powiat przysuski;województwo mazowieckie
Circus aeruginosus;1;52.136155;21.099467;03.07.2017;2017;27;Warszawa;województwo mazowieckie
Circus aeruginosus;3;51.308249;20.962108;30.07.2017;2017;30;powiat szydłowiecki;województwo mazowieckie
Circus aeruginosus;1;52.381014;20.842031;09.08.2017;2017;32;powiat legionowski;województwo mazowieckie
Circus aeruginosus;3;51.396553;20.823411;20.08.2017;2017;33;powiat przysuski;województwo mazowieckie
Circus aeruginosus;1;52.1696594;21.1339707;24.09.2017;2017;38;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.534969;21.1914926;31.03.2018;2018;13;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.536615;21.226759;17.03.2018;2018;11;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.534626;21.194287;17.03.2018;2018;11;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1766424;21.4524525;30.03.2018;2018;13;powiat miński;województwo mazowieckie
Circus aeruginosus;2;52.1422856;20.9179258;10.04.2018;2018;15;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.118951;20.99821;21.04.2018;2018;16;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.121581;20.9969487;14.04.2018;2018;15;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.731191;21.432893;14.04.2018;2018;15;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.204694;21.094512;22.04.2018;2018;16;Warszawa;województwo mazowieckie
Circus aeruginosus;3;52.1422856;20.9179258;08.04.2018;2018;14;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.150081;21.166344;29.04.2018;2018;17;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.138962;20.912905;15.04.2018;2018;15;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.2957276;20.5053796;14.04.2018;2018;15;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;2;52.150257;20.910955;24.04.2018;2018;17;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1510682;20.910881;15.04.2018;2018;15;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.121139;20.998906;30.04.2018;2018;18;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.520014;21.287884;15.04.2018;2018;15;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;26.05.2018;2018;21;Warszawa;województwo mazowieckie
Circus aeruginosus;1;51.308249;20.962108;27.05.2018;2018;21;powiat szydłowiecki;województwo mazowieckie
Circus aeruginosus;2;52.361697;19.572155;02.05.2018;2018;18;powiat gostyniński;województwo mazowieckie
Circus aeruginosus;2;52.4130367;20.679506;18.05.2018;2018;20;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;1;52.160277;21.093737;27.05.2018;2018;21;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.5681792;21.4276314;20.05.2018;2018;20;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.2233609;21.1230539;13.05.2018;2018;19;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.7126301;21.433015;05.05.2018;2018;18;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1054574;21.1393851;05.05.2018;2018;18;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;05.05.2018;2018;18;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.2930737;20.7841319;20.05.2018;2018;20;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.151334;20.909967;13.05.2018;2018;19;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;-100;51.3088419;20.9642012;05.06.2018;2018;23;powiat szydłowiecki;województwo mazowieckie
Circus aeruginosus;2;52.1585623;21.0984331;26.06.2018;2018;26;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.14258;21.091152;03.06.2018;2018;22;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.145363;21.089546;01.06.2018;2018;22;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1702206;20.9729218;06.06.2018;2018;23;Warszawa;województwo mazowieckie
Circus aeruginosus;1;51.1783942;21.0393763;13.06.2018;2018;24;powiat szydłowiecki;województwo mazowieckie
Circus aeruginosus;2;52.1766424;21.4524525;05.07.2018;2018;27;powiat miński;województwo mazowieckie
Circus aeruginosus;2;52.5167349;21.1158889;29.07.2018;2018;30;powiat legionowski;województwo mazowieckie
Circus aeruginosus;3;52.7126301;21.433015;20.08.2018;2018;34;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.5286378;21.2661847;08.08.2018;2018;32;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;5;52.708142;21.432687;30.08.2018;2018;35;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;3;52.720861;21.43369;23.08.2018;2018;34;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.2930737;20.7841319;29.08.2018;2018;35;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;31.08.2018;2018;35;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.1422856;20.9179258;09.08.2018;2018;32;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.2930737;20.7841319;03.09.2018;2018;36;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.1418733;20.9177454;24.09.2018;2018;39;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;02.09.2018;2018;35;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.5167349;21.1158889;01.09.2018;2018;35;powiat legionowski;województwo mazowieckie
Circus aeruginosus;10;52.717771;21.433433;09.09.2018;2018;36;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.2930737;20.7841319;22.09.2018;2018;38;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;3;51.504562;21.740727;04.09.2018;2018;36;powiat kozienicki;województwo mazowieckie
Circus aeruginosus;2;52.2930737;20.7841319;11.09.2018;2018;37;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.2930737;20.7841319;12.09.2018;2018;37;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.3918388;20.7830762;23.09.2018;2018;38;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;2;52.2930737;20.7841319;08.09.2018;2018;36;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;3;52.7126301;21.433015;02.09.2018;2018;35;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.119787;20.998924;24.03.2019;2019;12;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.121581;20.9969487;24.03.2019;2019;12;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.1422856;20.9179258;09.04.2019;2019;15;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;3;52.121581;20.9969487;13.04.2019;2019;15;Warszawa;województwo mazowieckie
Circus aeruginosus;4;52.0411709;21.0361227;06.04.2019;2019;14;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;2;52.1422856;20.9179258;23.04.2019;2019;17;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1442886;20.9181197;08.04.2019;2019;15;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.1592765;21.1408144;07.04.2019;2019;14;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.5873933;21.1271274;22.04.2019;2019;17;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.2930737;20.7841319;25.04.2019;2019;17;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.673808;21.589761;27.04.2019;2019;17;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.517187;21.189103;06.04.2019;2019;14;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;3;52.1442886;20.9181197;10.04.2019;2019;15;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;53.234375;21.17928;27.04.2019;2019;17;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;2;52.6926454;21.8605431;21.04.2019;2019;16;powiat ostrowski;województwo mazowieckie
Circus aeruginosus;3;52.0956376;21.1432475;11.04.2019;2019;15;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;5;52.1442886;20.9181197;17.04.2019;2019;16;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.7126301;21.433015;18.05.2019;2019;20;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;3;52.436365;19.933774;25.05.2019;2019;21;powiat płocki;województwo mazowieckie
Circus aeruginosus;1;52.2930737;20.7841319;11.05.2019;2019;19;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;2;52.5167349;21.1158889;27.05.2019;2019;22;powiat legionowski;województwo mazowieckie
Circus aeruginosus;2;52.1766424;21.4524525;03.05.2019;2019;18;powiat miński;województwo mazowieckie
Circus aeruginosus;5;53.2324193;21.180674;01.05.2019;2019;18;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;11.05.2019;2019;19;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.2930737;20.7841319;08.05.2019;2019;19;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.212715;21.035557;17.05.2019;2019;20;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.520894;21.183513;01.05.2019;2019;18;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;52.2233609;21.1230539;12.05.2019;2019;19;Warszawa;województwo mazowieckie
Circus aeruginosus;1;51.727666;21.178721;09.05.2019;2019;19;powiat kozienicki;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;01.06.2019;2019;22;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.5167349;21.1158889;30.06.2019;2019;26;powiat legionowski;województwo mazowieckie
Circus aeruginosus;1;52.376377;19.6826586;19.06.2019;2019;25;powiat gostyniński;województwo mazowieckie
Circus aeruginosus;1;52.2690911;20.6721471;02.06.2019;2019;22;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;52.0412874;21.0398813;20.07.2019;2019;29;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;51.1879281;21.1847265;06.07.2019;2019;27;powiat radomski;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;28.07.2019;2019;30;Warszawa;województwo mazowieckie
Circus aeruginosus;1;51.972354;21.263082;29.08.2019;2019;35;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.6916437;22.0497588;05.08.2019;2019;32;powiat ostrowski;województwo mazowieckie
Circus aeruginosus;5;52.7126301;21.433015;02.09.2019;2019;36;powiat wyszkowski;województwo mazowieckie
Circus aeruginosus;1;52.585062;21.125408;28.03.2020;2020;13;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.1422856;20.9179258;28.03.2020;2020;13;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.547105;21.9756179;11.04.2020;2020;15;powiat węgrowski;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;04.04.2020;2020;14;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.1663485;20.8128028;28.04.2020;2020;18;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.5873933;21.1271274;24.04.2020;2020;17;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;26.04.2020;2020;17;Warszawa;województwo mazowieckie
Circus aeruginosus;-100;53.2324193;21.180674;30.04.2020;2020;18;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;2;52.1766424;21.4524525;03.04.2020;2020;14;powiat miński;województwo mazowieckie
Circus aeruginosus;1;52.6926454;21.8605431;12.04.2020;2020;15;powiat ostrowski;województwo mazowieckie
Circus aeruginosus;1;52.2713487;21.0059701;29.04.2020;2020;18;Warszawa;województwo mazowieckie
Circus aeruginosus;6;52.5873933;21.1271274;13.04.2020;2020;16;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.1238816;21.1133614;23.04.2020;2020;17;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;21.04.2020;2020;17;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.0411709;21.0361227;16.04.2020;2020;16;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;2;52.51872;21.183482;12.04.2020;2020;15;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;3;52.1238816;21.1133614;21.04.2020;2020;17;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.5740072;21.1225199;26.04.2020;2020;17;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.1422856;20.9179258;05.04.2020;2020;14;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.0956376;21.1432475;19.04.2020;2020;16;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;2;52.1422856;20.9179258;25.04.2020;2020;17;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;1;52.2233609;21.1230539;29.04.2020;2020;18;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.0117252;21.3533396;09.04.2020;2020;15;powiat otwocki;województwo mazowieckie
Circus aeruginosus;1;52.1408817;21.1662593;30.04.2020;2020;18;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;27.04.2020;2020;18;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1408817;21.1662593;14.05.2020;2020;20;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;52.4143679;20.6774289;01.05.2020;2020;18;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;1;52.1289997;21.1228895;04.05.2020;2020;19;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.130404;21.120482;16.05.2020;2020;20;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1388509;20.9157388;09.05.2020;2020;19;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;52.9423055;21.4418881;01.05.2020;2020;18;powiat makowski;województwo mazowieckie
Circus aeruginosus;3;52.1766424;21.4524525;10.05.2020;2020;19;powiat miński;województwo mazowieckie
Circus aeruginosus;2;52.1766424;21.4524525;08.05.2020;2020;19;powiat miński;województwo mazowieckie
Circus aeruginosus;2;53.2324193;21.180674;26.05.2020;2020;22;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.4218801;20.5190457;07.05.2020;2020;19;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;2;53.2324193;21.180674;26.05.2020;2020;22;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.151328;20.915455;23.05.2020;2020;21;powiat pruszkowski;województwo mazowieckie
Circus aeruginosus;2;53.2324193;21.180674;26.05.2020;2020;22;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;53.244872;21.349043;26.05.2020;2020;22;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.5121989;21.1770058;07.05.2020;2020;19;powiat wołomiński;województwo mazowieckie
Circus aeruginosus;1;52.4218801;20.5190457;02.05.2020;2020;18;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;1;52.1345839;21.0876275;04.05.2020;2020;19;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;13.05.2020;2020;20;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.5873933;21.1271274;07.05.2020;2020;19;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;2;52.2930737;20.7841319;17.05.2020;2020;20;powiat warszawski zachodni;województwo mazowieckie
Circus aeruginosus;1;53.244872;21.349043;26.05.2020;2020;22;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;08.05.2020;2020;19;Warszawa;województwo mazowieckie
Circus aeruginosus;9;53.2324193;21.180674;03.05.2020;2020;18;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;27.05.2020;2020;22;Warszawa;województwo mazowieckie
Circus aeruginosus;2;52.587409;21.126936;02.05.2020;2020;18;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;53.244872;21.349043;26.05.2020;2020;22;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.184614;21.888687;11.05.2020;2020;20;powiat miński;województwo mazowieckie
Circus aeruginosus;1;53.2324193;21.180674;10.06.2020;2020;24;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;1;52.614639;20.712451;11.06.2020;2020;24;powiat płoński;województwo mazowieckie
Circus aeruginosus;1;52.4218801;20.5190457;28.06.2020;2020;26;powiat nowodworski;województwo mazowieckie
Circus aeruginosus;3;52.1766424;21.4524525;17.06.2020;2020;25;powiat miński;województwo mazowieckie
Circus aeruginosus;1;52.599534;20.660037;11.06.2020;2020;24;powiat płoński;województwo mazowieckie
Circus aeruginosus;2;52.5880996;21.1273618;13.06.2020;2020;24;powiat pułtuski;województwo mazowieckie
Circus aeruginosus;1;52.2233609;21.1230539;18.06.2020;2020;25;Warszawa;województwo mazowieckie
Circus aeruginosus;1;52.599534;20.660037;11.06.2020;2020;24;powiat płoński;województwo mazowieckie
Circus aeruginosus;1;52.1585623;21.0984331;09.06.2020;2020;24;Warszawa;województwo mazowieckie
Circus aeruginosus;2;53.1049175;21.5909357;12.06.2020;2020;24;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;2;52.1408817;21.1662593;11.06.2020;2020;24;powiat piaseczyński;województwo mazowieckie
Circus aeruginosus;1;53.1295296;21.6104679;12.06.2020;2020;24;powiat ostrołęcki;województwo mazowieckie
Circus aeruginosus;2;52.130404;21.120482;28.06.2020;2020;26;Warszawa;województwo mazowieckie
